id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
218,austin,"Gorgeous, 2017 IMPROVED house, location, location, location SW ATX Western Oaks. New tile flooring, paint, carpet JUN 2017. High, vaulted ceilings and palladium windows create  well lit, natural open feel. Your kitchen is open to the living room (great for entertaining), over-sized bedrooms, ample storage, built-n book cases, LARGE private yard backing to a greenbelt (no neighbors behind).",Single Family,30.21983147,-97.86784363,2,FALSE,1992,0,7623,8,17,3,3,250000-350000
219,austin,"Clean, stylish 3 bed 2.5 bath 1664 sq ft built 1991 w/ updates. Amazing location & price w/ quick access to Mopac. Screened-in back patio with lifetime transferrable warranty. Updates include granite counters in kitchen, deep under-mount sink, stainless appliances, & subway tile backsplash. Shiplap in living room & half bath. Built in bookcases master bedroom. Beautifully landscaped yard. Flagstone-patio outside screened patio. Backyard faces east.",Single Family,30.2083149,-97.85115814,2,TRUE,1991,4,6446,4.666666667,14,3,3,350000-450000
220,austin,"Rare find! Sprawling one story located on private street, backs to greenbelt! Home features include hardwood floors, BONUS office with built in shelving& cabinets, tons of windows&natural light, neutral designer paint throughout, expansive master with deck access & MORE! Gourmet crisp white kitchen with sleek stainless steel appliances, silestone countertops, custom tile backsplash, skylight &tons of counter/storage space. PRIVATE backyard with over 30 trees, sprawling deck, fire pit & large grassy area!",Single Family,30.18079758,-97.89302063,0,FALSE,1996,0,20037.6,9,18,3,3,450000-650000
221,austin,"Don't miss this immaculate 4/2.5 on quiet st. in desirable SW Austin. Updated farmhouse style kitchen features ss appliances & quartz counters. Bright & open downstairs offers high ceilings, built-ins, wood floors throughout the first floor including the master. Huge game room/flex space. Large tree-filled backyard w/ expansive wood deck backs to greenbelt, perfect for relaxing or entertaining. Brand New Wood Deck in 2019! Convenient location near shopping, dining, private schools, DT ATX in 10 min. We will be listing this house with our realtor shortly, please call/text him at (512) 578-8288 for showings, 1-hour notice.",Single Family,30.24275208,-97.90171051,2,FALSE,2002,2,13068,6.666666667,17,3,4,450000-650000
222,austin,"Beautiful, open and light cottage style home in south Austin. Large open kitchen with granite counter tops. High ceiling  in living/kitchen area. Great floor plan. Hard tile and wood flooring. No carpet! Lovely covered patio with custom brick pavers. Mature landscaping.",Single Family,30.15514946,-97.84188843,0,FALSE,2006,0,4138,5.666666667,17,2,2,0-250000
223,austin,"Completely remodeled home with modern finishes on large 0.64 acre lot! Upgrades include new wood flooring & carpet, fresh paint, new modern light fixtures (including Herman Miller chandelier), modern front door, new bathroom finishes throughout, and complete kitchen remodel with custom cabinets, quartz countertops, stainless appliances including Bosch 800 series cooktop, and so much more! Additional features include master bedroom & in-law suite on main floor, extended mudroom, XL pantry, Rachio sprinkler system, fireplace in master bedroom, and extra deep 3 car garage with epoxy coated floor. Backyard features a custom, resort-style pool & spa, 2 tiered deck, and panoramic views.",Single Family,30.36346626,-97.85068512,4,FALSE,1999,2,27878.4,7,16,4,6,650000+
224,austin,"Casual elegance describes this custom-built two-story in the acclaimed gated section of Santaluz in Steiner Ranch! Designed for maximum energy efficiency, this home features 25 solar panels making your electric bills a fraction of other homes! Free-flowing, open layout with functional spaces for entertaining, including a cozy family room with fireplace, upstairs game room, and media room with large screen. Chef's dream kitchen complete with huge island, granite countertops, and stainless steel appliances, all overlooking the family room. Fabulous master with double vanity bath plus a guest bedroom on main perfect for your guest. Hand-scraped wood floors, plantation shutters, extraordinary storage, and upgrades galore. Home opens to a well-sized backyard with covered patio and extra room for a pool. This home is the picture of Texan comfort and elegance. Award-winning neighborhood with top-rated schools and topnotch amenities. *Pool rendering available. View it on youtu.be/ibdXuDhWwn0.",Single Family,30.34233284,-97.91957092,3,FALSE,2009,0,13939.2,8.333333333,17,4,5,650000+
225,austin,"CUL-DE-SAC. Don't miss this BEAUTIFUL, updated, rare 4 bedroom find! This lovely, well-maintained home is located in South Austin's  highly-coveted Maple Run. The home features an open concept, fireplace, beautiful designer paints, built-in desk, and gorgeous, wood-laminate floors. Step outside to your own breath-taking hide-a-way which features one of the largest lots in the area, beautiful, mature shade trees, plenty of lovely plants, deck, an over-sizes back gate to drive in your boat or RV. Also included are covered gutters and a newer chimney cover. This location couldn't be better: 12 minutes from NXP, 10 minutes to Zilker Park, 15 minutes to downtown, and only 2 minutes from Mo Pac! Also nearby are over 100 restaurants, Circle C Metropolitan Park, Davis Park, golf course, hiking, cleaners, pharmacies and numerous major grocery stores.",Residential,30.20739555,-97.85497284,2,FALSE,1986,1,14374.8,4.666666667,14,2,4,250000-350000
226,austin,"MULTIPLE OFFERS. DEADLINE: 6pm Sun 6/30. Mid-century modern perfection! Enormous, charming backyard - nearly TWICE the size of regular lots in this neighborhood, full of live oaks + fig trees! Kitchen featured in Better Homes and Gardens! Large entertaining porch! Vaulted ceilings in all common areas! Open wood beams in every room! Limestone stonework extends around the home + floor-to-ceiling fireplace! Second private porch off secondary bedroom! Plenty of room to build in back yard! No carpet!",Single Family,30.34383965,-97.69347382,0,FALSE,1968,3,18730.8,4,14,2,3,0-250000
227,austin,"Fantastic Investment Opportunity in Brushy Creek! Charming Single story 3/2 brick home with great layout. This home showcases a beautiful oak tree in the front and raised flower beds in the back. Large kitchen offers an island and opens onto the breakfast room. Walking distance to award winning  and coveted Great Oaks Elementary & Cedar Valley Middle School. Area amenities include an exceptional Community Center, hike/bike trails, parks, frisbee golf and much more. Don't miss this amazing investment opportunity.",Single Family,30.49121857,-97.73627472,2,FALSE,1989,0,7405,7.666666667,16,2,3,0-250000
228,austin,"Quality Wilshire home sited high on a hill to capture breezes and hill country views. Beautiful landscape and curb appeal. Rocking chair front porch. Granite kitchen, wood and tile floor, plantation shutters, guest bedroom and bath down, gameroom-loft, master up with the views. Backyard with extended patio and many trees. Popular hill country neighborhood with pool/park/trails.",Single Family,30.24116707,-97.89981842,2,FALSE,2002,1,7187,6.666666667,17,3,4,250000-350000
229,austin,"Large 2 story home in the center of desirable Cherry Creek neighborhood. Large master on 1st floor, huge 2nd floor bonus room, large screened-in back porch, and great private backyard. Close to everything in South Austin including Southpark Meadows, Circle C Ranch and Sunset Valley shopping. 2 fridges & storage shed to convey to buyers.",Single Family,30.19839096,-97.82220459,0,FALSE,1983,1,7840,4,13,3,4,350000-450000
230,austin,"Beautifully updated home in East Travis Heights close to everything - downtown, Lady Bird Lake, East Side and SOCO. The house is 2 stories with all bedrooms up including a recently renovated 5th room currently used as a study. This fabulous corner lot features a large deck for entertaining and spacious wrap-around yard. Excellent location with easy on/off access to the freeway, 15 mins from the airport and 2 minutes to downtown. Sprinkler Sys:Yes",Single Family,30.23808289,-97.73610687,2,FALSE,1966,1,7579,4.333333333,14,3,5,250000-350000
231,austin,"This beautiful move-in ready 2 story brick home with 4 bedroom 2.5 baths welcomes you to the bright open floor plan featuring arched entryways, mantled fireplace, and large windows that offer plenty of natural light! It includes a spacious living area that opens up to the kitchen offers a center island and eat-in area!  Relax in the upstairs primary bedroom suite that boasts high angled ceilings and a generous walk-in closet! Step outside to the oversized back patio that overlooks a large private yard, great for entertaining family and friends and perfect for extra additions. Call us for more information!",Single Family,30.35782814,-97.64267731,2,FALSE,2005,0,6703,4.333333333,12,3,4,250000-350000
232,austin,"Fabulous remodeled home in the Springdale Hills/Mueller area with wood floors, stainless steel chefs kitchen and fully updated bathrooms.  Landscaped with privacy fence on a large wooded corner lot.  This designer home has new dual pane windows, a covered back patio and custom window coverings.  This is truly one of the nicest homes in the highly desirable, conveniently located East Side.",Single Family,30.28765297,-97.67247009,2,FALSE,1967,0,12196.8,3,15,2,4,350000-450000
233,austin,"Available for purchase in June 2019, Heyl Homes launches their newest Furnished Model Home located at 4901 Peralta Lane!! This single story home offers an open and airy floor plan, luxurious owners suite, den featuring a bar, dedicated study open to courtyard, and panoramic Greenbelt views! Tour this home and other properties that Heyl Homes has to offer in Amarra Phase II & III of Barton Creek. The model home is open Monday-Sunday 10am-5pm.",Single Family,30.26229668,-97.87406921,0,FALSE,2018,0,68824.8,5.666666667,16,5,4,650000+
234,austin,"Gorgeous home for entertaining w/ mature trees in gated Highpointe on 1/3 acre--30 min to Austin & 25 miles to airport. Neutral colors, great curb appeal & open plan betw kitchen & family rm. Study w/ wood floors and formal dining off entry. Kitchen has SS appl, island, nice storage, wine rack & more. Master suite on main level w/ patio, lg shower, dbl vanity, walk-in closet. 3 bdrms, 2 baths, game & media up. Media could be 5th bdrm. Room for pool. Exemplary Dripping Springs schools. Close to shopping & dining coming soon.",Single Family,30.16861343,-98.00514221,4,FALSE,2007,0,15246,8,15,4,4,450000-650000
235,austin,"nice 3 bedroom 2 bath rehab inside and out Granite counter tops tile in kitchen and baths wood floors indoor washer/dryer A/C location location mins to HWY183,HWY 71, RIVERSIDE DRIVE, AIRPORT AND TESLA ... LOT SIZE IS 5768 SQFT   ROOM to build in   back",Single Family,30.23386574,-97.70201874,2,TRUE,1970,0,5662,3.333333333,13,2,4,350000-450000
